stimulus,CID,dilution,solvent,components,solvent_onehot,dilution_info,cmp_ids
AL120,"[11781, 7583, 31252, 439570, 5282707, 31272, 32594, 7969, 8129, 8130]","[0.05, 0.3, 0.2, 0.3, 0.01, 0.001, 0.2, 1e-06, 0.004, 0.001]","['dep', 'dep', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'mineral oil', 'pg']","[73, 386, 166, 216, 239, 179, 185, 451, 484, 485]","[1, 1, 4, 0, 0, 0, 0, 0, 4, 0]","[[0.05, 0.3, 0.2, 0.3, 0.01, 0.001, 0.2, 1e-06, 0.004, 0.001], [1, 1, 4, 0, 0, 0, 0, 0, 4, 0]]","[15, 102, 41, 50, 58, 44, 46, 119, 129, 130]"
AL137,"[31252, 4657, 5282707, 7583, 62444, 31272, 700, 7792, 32594, 92844]","[0.2, 0.3, 0.01, 0.3, 5e-05, 0.001, 0.5, 1.0, 0.2, 0.2]","['mineral oil', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg']","[166, 221, 239, 386, 283, 179, 340, 417, 185, 528]","[4, 0, 0, 1, 0, 0, 0, 2, 0, 0]","[[0.2, 0.3, 0.01, 0.3, 5e-05, 0.001, 0.5, 1.0, 0.2, 0.2], [4, 0, 0, 1, 0, 0, 0, 2, 0, 0]]","[41, 53, 58, 102, 73, 44, 87, 109, 46, 141]"
AL174,"[31252, 31272, 326, 8034, 8060]","[0.2, 0.001, 0.01, 0.001, 0.005]","['mineral oil', 'pg', 'pg', 'pg', 'pg']","[166, 179, 189, 460, 474]","[4, 0, 0, 0, 0]","[[0.2, 0.001, 0.01, 0.001, 0.005], [4, 0, 0, 0, 0]]","[41, 44, 47, 122, 125]"
AL177,"[31252, 61918, 8129, 798, 92844]","[0.2, 0.2, 0.004, 0.008, 0.2]","['mineral oil', 'pg', 'mineral oil', 'pg', 'pg']","[166, 280, 484, 452, 528]","[4, 0, 4, 0, 0]","[[0.2, 0.2, 0.004, 0.008, 0.2], [4, 0, 4, 0, 0]]","[41, 71, 129, 120, 141]"
AL200,"[11781, 4657, 8129, 8118, 8892]","[0.05, 0.3, 0.004, 0.01, 0.2]","['dep', 'pg', 'mineral oil', 'pg', 'pg']","[73, 221, 484, 482, 523]","[1, 0, 4, 0, 0]","[[0.05, 0.3, 0.004, 0.01, 0.2], [1, 0, 4, 0, 0]]","[15, 53, 129, 128, 138]"
AL231,"[11781, 27458, 31252, 439570, 5282707, 7969, 8034, 8129, 8130, 7583]","[0.05, 0.0005, 0.2, 0.3, 0.01, 1e-06, 0.001, 0.004, 0.001, 0.3]","['dep', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'mineral oil', 'pg', 'dep']","[73, 158, 166, 216, 239, 451, 460, 484, 485, 386]","[1, 0, 4, 0, 0, 0, 0, 4, 0, 1]","[[0.05, 0.0005, 0.2, 0.3, 0.01, 1e-06, 0.001, 0.004, 0.001, 0.3], [1, 0, 4, 0, 0, 0, 0, 4, 0, 1]]","[15, 39, 41, 50, 58, 119, 122, 129, 130, 102]"
AL268,"[31252, 32594, 326, 6561, 61918]","[0.2, 0.2, 0.01, 0.1, 0.2]","['mineral oil', 'pg', 'pg', 'pg', 'pg']","[166, 185, 189, 326, 280]","[4, 0, 0, 0, 0]","[[0.2, 0.2, 0.01, 0.1, 0.2], [4, 0, 0, 0, 0]]","[41, 46, 47, 83, 71]"
AL280,"[31252, 4657, 7583, 6561, 92844]","[0.2, 0.3, 0.3, 0.1, 0.2]","['mineral oil', 'pg', 'dep', 'pg', 'pg']","[166, 221, 386, 326, 528]","[4, 0, 1, 0, 0]","[[0.2, 0.3, 0.3, 0.1, 0.2], [4, 0, 1, 0, 0]]","[41, 53, 102, 83, 141]"
AL310,"[7583, 31252, 8892, 5282707, 61918, 700, 7916, 7969, 8129, 6561]","[0.3, 0.2, 0.2, 0.01, 0.2, 0.5, 0.1, 1e-06, 0.004, 0.1]","['dep', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'mineral oil', 'pg']","[386, 166, 523, 239, 280, 340, 434, 451, 484, 326]","[1, 4, 0, 0, 0, 0, 0, 0, 4, 0]","[[0.3, 0.2, 0.2, 0.01, 0.2, 0.5, 0.1, 1e-06, 0.004, 0.1], [1, 4, 0, 0, 0, 0, 0, 0, 4, 0]]","[102, 41, 138, 58, 71, 87, 115, 119, 129, 83]"
AL334,"[7583, 31252, 326, 62444, 31272, 7792, 8129, 8130, 5281167, 32594]","[0.3, 0.2, 0.01, 5e-05, 0.001, 1.0, 0.004, 0.001, 0.08, 0.2]","['dep', 'mineral oil', 'pg', 'pg', 'pg', 'nt', 'mineral oil', 'pg', 'pg', 'pg']","[386, 166, 189, 283, 179, 417, 484, 485, 226, 185]","[1, 4, 0, 0, 0, 2, 4, 0, 0, 0]","[[0.3, 0.2, 0.01, 5e-05, 0.001, 1.0, 0.004, 0.001, 0.08, 0.2], [1, 4, 0, 0, 0, 2, 4, 0, 0, 0]]","[102, 41, 47, 73, 44, 109, 129, 130, 55, 46]"
AL360,"[31272, 8129, 7583, 8060, 92844]","[0.001, 0.004, 0.3, 0.005, 0.2]","['pg', 'mineral oil', 'dep', 'pg', 'pg']","[179, 484, 386, 474, 528]","[0, 4, 1, 0, 0]","[[0.001, 0.004, 0.3, 0.005, 0.2], [0, 4, 1, 0, 0]]","[44, 129, 102, 125, 141]"
AL378,"[11781, 31252, 326, 439570, 8892, 31272, 7916, 8093, 8129, 7583]","[0.05, 0.2, 0.01, 0.3, 0.2, 0.001, 0.1, 1.0, 0.004, 0.3]","['dep', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'nt', 'mineral oil', 'dep']","[73, 166, 189, 216, 523, 179, 434, 475, 484, 386]","[1, 4, 0, 0, 0, 0, 0, 2, 4, 1]","[[0.05, 0.2, 0.01, 0.3, 0.2, 0.001, 0.1, 1.0, 0.004, 0.3], [1, 4, 0, 0, 0, 0, 0, 2, 4, 1]]","[15, 41, 47, 50, 138, 44, 115, 126, 129, 102]"
AL388,"[31252, 31272, 4657, 92844, 798]","[0.2, 0.001, 0.3, 0.2, 0.008]","['mineral oil', 'pg', 'pg', 'pg', 'pg']","[166, 179, 221, 528, 452]","[4, 0, 0, 0, 0]","[[0.2, 0.001, 0.3, 0.2, 0.008], [4, 0, 0, 0, 0]]","[41, 44, 53, 141, 120]"
AL389,"[32594, 326, 92844, 6561, 798]","[0.2, 0.01, 0.2, 0.1, 0.008]","['pg', 'pg', 'pg', 'pg', 'pg']","[185, 189, 528, 326, 452]","[0, 0, 0, 0, 0]","[[0.2, 0.01, 0.2, 0.1, 0.008], [0, 0, 0, 0, 0]]","[46, 47, 141, 83, 120]"
AL397,"[11781, 31252, 32594, 798, 8118]","[0.05, 0.2, 0.2, 0.008, 0.01]","['dep', 'mineral oil', 'pg', 'pg', 'pg']","[73, 166, 185, 452, 482]","[1, 4, 0, 0, 0]","[[0.05, 0.2, 0.2, 0.008, 0.01], [1, 4, 0, 0, 0]]","[15, 41, 46, 120, 128]"
AL402,"[7583, 92844, 61918, 6561, 8060]","[0.3, 0.2, 0.2, 0.1, 0.005]","['dep', 'pg', 'pg', 'pg', 'pg']","[386, 528, 280, 326, 474]","[1, 0, 0, 0, 0]","[[0.3, 0.2, 0.2, 0.1, 0.005], [1, 0, 0, 0, 0]]","[102, 141, 71, 83, 125]"
AL409,"[11781, 27458, 326, 700, 62444, 31272, 32594, 8093, 8130, 92844]","[0.05, 0.0005, 0.01, 0.5, 5e-05, 0.001, 0.2, 1.0, 0.001, 0.2]","['dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg']","[73, 158, 189, 340, 283, 179, 185, 475, 485, 528]","[1, 0, 0, 0, 0, 0, 0, 2, 0, 0]","[[0.05, 0.0005, 0.01, 0.5, 5e-05, 0.001, 0.2, 1.0, 0.001, 0.2], [1, 0, 0, 0, 0, 0, 0, 2, 0, 0]]","[15, 39, 47, 87, 73, 44, 46, 126, 130, 141]"
AL415,"[31272, 326, 92844, 61918, 6561]","[0.001, 0.01, 0.2, 0.2, 0.1]","['pg', 'pg', 'pg', 'pg', 'pg']","[179, 189, 528, 280, 326]","[0, 0, 0, 0, 0]","[[0.001, 0.01, 0.2, 0.2, 0.1], [0, 0, 0, 0, 0]]","[44, 47, 141, 71, 83]"
AL417,"[31252, 326, 439570, 62444, 31272, 5281167, 7792, 7969, 8093, 92844]","[0.2, 0.01, 0.3, 5e-05, 0.001, 0.08, 1.0, 1e-06, 1.0, 0.2]","['mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'nt', 'pg']","[166, 189, 216, 283, 179, 226, 417, 451, 475, 528]","[4, 0, 0, 0, 0, 0, 2, 0, 2, 0]","[[0.2, 0.01, 0.3, 5e-05, 0.001, 0.08, 1.0, 1e-06, 1.0, 0.2], [4, 0, 0, 0, 0, 0, 2, 0, 2, 0]]","[41, 47, 50, 73, 44, 55, 109, 119, 126, 141]"
AL426,"[11781, 92844, 61918, 798, 8060]","[0.05, 0.2, 0.2, 0.008, 0.005]","['dep', 'pg', 'pg', 'pg', 'pg']","[73, 528, 280, 452, 474]","[1, 0, 0, 0, 0]","[[0.05, 0.2, 0.2, 0.008, 0.005], [1, 0, 0, 0, 0]]","[15, 141, 71, 120, 125]"
AL453,"[31252, 31272, 326, 6561, 798]","[0.2, 0.001, 0.01, 0.1, 0.008]","['mineral oil', 'pg', 'pg', 'pg', 'pg']","[166, 179, 189, 326, 452]","[4, 0, 0, 0, 0]","[[0.2, 0.001, 0.01, 0.1, 0.008], [4, 0, 0, 0, 0]]","[41, 44, 47, 83, 120]"
AL454,"[11781, 4657, 5282707, 92844, 61918, 31272, 700, 7792, 8093, 8129]","[0.05, 0.3, 0.01, 0.2, 0.2, 0.001, 0.5, 1.0, 1.0, 0.004]","['dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'nt', 'nt', 'mineral oil']","[73, 221, 239, 528, 280, 179, 340, 417, 475, 484]","[1, 0, 0, 0, 0, 0, 0, 2, 2, 4]","[[0.05, 0.3, 0.01, 0.2, 0.2, 0.001, 0.5, 1.0, 1.0, 0.004], [1, 0, 0, 0, 0, 0, 0, 2, 2, 4]]","[15, 53, 58, 141, 71, 44, 87, 109, 126, 129]"
AL508,"[31272, 32594, 6561, 7583, 8130]","[0.001, 0.2, 0.1, 0.3, 0.001]","['pg', 'pg', 'pg', 'dep', 'pg']","[179, 185, 326, 386, 485]","[0, 0, 0, 1, 0]","[[0.001, 0.2, 0.1, 0.3, 0.001], [0, 0, 0, 1, 0]]","[44, 46, 83, 102, 130]"
AL520,"[4657, 62444, 7583, 8060, 92844]","[0.3, 5e-05, 0.3, 0.005, 0.2]","['pg', 'pg', 'dep', 'pg', 'pg']","[221, 283, 386, 474, 528]","[0, 0, 1, 0, 0]","[[0.3, 5e-05, 0.3, 0.005, 0.2], [0, 0, 1, 0, 0]]","[53, 73, 102, 125, 141]"
AL538,"[11781, 31272, 8034, 8130, 8892]","[0.05, 0.001, 0.001, 0.001, 0.2]","['dep', 'pg', 'pg', 'pg', 'pg']","[73, 179, 460, 485, 523]","[1, 0, 0, 0, 0]","[[0.05, 0.001, 0.001, 0.001, 0.2], [1, 0, 0, 0, 0]]","[15, 44, 122, 130, 138]"
AL541,"[11781, 7583, 27458, 31252, 439570, 5282707, 700, 62444, 7916, 6561]","[0.05, 0.3, 0.0005, 0.2, 0.3, 0.01, 0.5, 5e-05, 0.1, 0.1]","['dep', 'dep', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[73, 386, 158, 166, 216, 239, 340, 283, 434, 326]","[1, 1, 0, 4, 0, 0, 0, 0, 0, 0]","[[0.05, 0.3, 0.0005, 0.2, 0.3, 0.01, 0.5, 5e-05, 0.1, 0.1], [1, 1, 0, 4, 0, 0, 0, 0, 0, 0]]","[15, 102, 39, 41, 50, 58, 87, 73, 115, 83]"
AL542,"[31252, 92844, 61918, 7583, 8060]","[0.2, 0.2, 0.2, 0.3, 0.005]","['mineral oil', 'pg', 'pg', 'dep', 'pg']","[166, 528, 280, 386, 474]","[4, 0, 0, 1, 0]","[[0.2, 0.2, 0.2, 0.3, 0.005], [4, 0, 0, 1, 0]]","[41, 141, 71, 102, 125]"
AL581,"[32594, 5281167, 8129, 8060, 92844]","[0.2, 0.08, 0.004, 0.005, 0.2]","['pg', 'pg', 'mineral oil', 'pg', 'pg']","[185, 226, 484, 474, 528]","[0, 0, 4, 0, 0]","[[0.2, 0.08, 0.004, 0.005, 0.2], [0, 0, 4, 0, 0]]","[46, 55, 129, 125, 141]"
AL612,"[31272, 326, 61918, 7583, 8060]","[0.001, 0.01, 0.2, 0.3, 0.005]","['pg', 'pg', 'pg', 'dep', 'pg']","[179, 189, 280, 386, 474]","[0, 0, 0, 1, 0]","[[0.001, 0.01, 0.2, 0.3, 0.005], [0, 0, 0, 1, 0]]","[44, 47, 71, 102, 125]"
AL613,"[32594, 92844, 7583, 8118, 8892]","[0.2, 0.2, 0.3, 0.01, 0.2]","['pg', 'pg', 'dep', 'pg', 'pg']","[185, 528, 386, 482, 523]","[0, 0, 1, 0, 0]","[[0.2, 0.2, 0.3, 0.01, 0.2], [0, 0, 1, 0, 0]]","[46, 141, 102, 128, 138]"
AL650,"[11781, 7583, 27458, 31252, 326, 439570, 8892, 92844, 62444, 8034]","[0.05, 0.3, 0.0005, 0.2, 0.01, 0.3, 0.2, 0.2, 5e-05, 0.001]","['dep', 'dep', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[73, 386, 158, 166, 189, 216, 523, 528, 283, 460]","[1, 1, 0, 4, 0, 0, 0, 0, 0, 0]","[[0.05, 0.3, 0.0005, 0.2, 0.01, 0.3, 0.2, 0.2, 5e-05, 0.001], [1, 1, 0, 4, 0, 0, 0, 0, 0, 0]]","[15, 102, 39, 41, 47, 50, 138, 141, 73, 122]"
AL657,"[11781, 27458, 31252, 326, 439570, 4657, 5281167, 8093, 8129, 7583]","[0.05, 0.0005, 0.2, 0.01, 0.3, 0.3, 0.08, 1.0, 0.004, 0.3]","['dep', 'pg', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'nt', 'mineral oil', 'dep']","[73, 158, 166, 189, 216, 221, 226, 475, 484, 386]","[1, 0, 4, 0, 0, 0, 0, 2, 4, 1]","[[0.05, 0.0005, 0.2, 0.01, 0.3, 0.3, 0.08, 1.0, 0.004, 0.3], [1, 0, 4, 0, 0, 0, 0, 2, 4, 1]]","[15, 39, 41, 47, 50, 53, 55, 126, 129, 102]"
AL679,"[11781, 7583, 5282707, 62444, 700, 7792, 7969, 8034, 8130, 92844]","[0.05, 0.3, 0.01, 5e-05, 0.5, 1.0, 1e-06, 0.001, 0.001, 0.2]","['dep', 'dep', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg']","[73, 386, 239, 283, 340, 417, 451, 460, 485, 528]","[1, 1, 0, 0, 0, 2, 0, 0, 0, 0]","[[0.05, 0.3, 0.01, 5e-05, 0.5, 1.0, 1e-06, 0.001, 0.001, 0.2], [1, 1, 0, 0, 0, 2, 0, 0, 0, 0]]","[15, 102, 58, 73, 87, 109, 119, 122, 130, 141]"
AL694,"[11781, 27458, 6561, 4657, 31272, 7792, 7916, 8093, 8129, 8130]","[0.05, 0.0005, 0.1, 0.3, 0.001, 1.0, 0.1, 1.0, 0.004, 0.001]","['dep', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'nt', 'mineral oil', 'pg']","[73, 158, 326, 221, 179, 417, 434, 475, 484, 485]","[1, 0, 0, 0, 0, 2, 0, 2, 4, 0]","[[0.05, 0.0005, 0.1, 0.3, 0.001, 1.0, 0.1, 1.0, 0.004, 0.001], [1, 0, 0, 0, 0, 2, 0, 2, 4, 0]]","[15, 39, 83, 53, 44, 109, 115, 126, 129, 130]"
AL705,"[31272, 92844, 61918, 798, 8060]","[0.001, 0.2, 0.2, 0.008, 0.005]","['pg', 'pg', 'pg', 'pg', 'pg']","[179, 528, 280, 452, 474]","[0, 0, 0, 0, 0]","[[0.001, 0.2, 0.2, 0.008, 0.005], [0, 0, 0, 0, 0]]","[44, 141, 71, 120, 125]"
AL728,"[32594, 7583, 8060, 8130, 92844]","[0.2, 0.3, 0.005, 0.001, 0.2]","['pg', 'dep', 'pg', 'pg', 'pg']","[185, 386, 474, 485, 528]","[0, 1, 0, 0, 0]","[[0.2, 0.3, 0.005, 0.001, 0.2], [0, 1, 0, 0, 0]]","[46, 102, 125, 130, 141]"
AL790,"[31272, 326, 6561, 8034, 92844]","[0.001, 0.01, 0.1, 0.001, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg']","[179, 189, 326, 460, 528]","[0, 0, 0, 0, 0]","[[0.001, 0.01, 0.1, 0.001, 0.2], [0, 0, 0, 0, 0]]","[44, 47, 83, 122, 141]"
AL806,"[7583, 798, 8034, 8130, 92844]","[0.3, 0.008, 0.001, 0.001, 0.2]","['dep', 'pg', 'pg', 'pg', 'pg']","[386, 452, 460, 485, 528]","[1, 0, 0, 0, 0]","[[0.3, 0.008, 0.001, 0.001, 0.2], [1, 0, 0, 0, 0]]","[102, 120, 122, 130, 141]"
AL822,"[7583, 5282707, 61918, 31272, 7792, 7969, 8129, 8130, 5281167, 92844]","[0.3, 0.01, 0.2, 0.001, 1.0, 1e-06, 0.004, 0.001, 0.08, 0.2]","['dep', 'pg', 'pg', 'pg', 'nt', 'pg', 'mineral oil', 'pg', 'pg', 'pg']","[386, 239, 280, 179, 417, 451, 484, 485, 226, 528]","[1, 0, 0, 0, 2, 0, 4, 0, 0, 0]","[[0.3, 0.01, 0.2, 0.001, 1.0, 1e-06, 0.004, 0.001, 0.08, 0.2], [1, 0, 0, 0, 2, 0, 4, 0, 0, 0]]","[102, 58, 71, 44, 109, 119, 129, 130, 55, 141]"
AL860,"[11781, 4657, 7583, 6561, 8130]","[0.05, 0.3, 0.3, 0.1, 0.001]","['dep', 'pg', 'dep', 'pg', 'pg']","[73, 221, 386, 326, 485]","[1, 0, 1, 0, 0]","[[0.05, 0.3, 0.3, 0.1, 0.001], [1, 0, 1, 0, 0]]","[15, 53, 102, 83, 130]"
AL869,"[27458, 31252, 4657, 62444, 31272, 700, 7916, 32594, 8093, 8129]","[0.0005, 0.2, 0.3, 5e-05, 0.001, 0.5, 0.1, 0.2, 1.0, 0.004]","['pg', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'nt', 'mineral oil']","[158, 166, 221, 283, 179, 340, 434, 185, 475, 484]","[0, 4, 0, 0, 0, 0, 0, 0, 2, 4]","[[0.0005, 0.2, 0.3, 5e-05, 0.001, 0.5, 0.1, 0.2, 1.0, 0.004], [0, 4, 0, 0, 0, 0, 0, 0, 2, 4]]","[39, 41, 53, 73, 44, 87, 115, 46, 126, 129]"
AL883,"[7583, 27458, 439570, 4657, 5282707, 61918, 700, 7969, 8034, 8129]","[0.3, 0.0005, 0.3, 0.3, 0.01, 0.2, 0.5, 1e-06, 0.001, 0.004]","['dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'mineral oil']","[386, 158, 216, 221, 239, 280, 340, 451, 460, 484]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 4]","[[0.3, 0.0005, 0.3, 0.3, 0.01, 0.2, 0.5, 1e-06, 0.001, 0.004], [1, 0, 0, 0, 0, 0, 0, 0, 0, 4]]","[102, 39, 50, 53, 58, 71, 87, 119, 122, 129]"
AL933,"[11781, 326, 439570, 5282707, 6561, 7792, 7916, 8034, 8129, 8130]","[0.05, 0.01, 0.3, 0.01, 0.1, 1.0, 0.1, 0.001, 0.004, 0.001]","['dep', 'pg', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'mineral oil', 'pg']","[73, 189, 216, 239, 326, 417, 434, 460, 484, 485]","[1, 0, 0, 0, 0, 2, 0, 0, 4, 0]","[[0.05, 0.01, 0.3, 0.01, 0.1, 1.0, 0.1, 0.001, 0.004, 0.001], [1, 0, 0, 0, 0, 2, 0, 0, 4, 0]]","[15, 47, 50, 58, 83, 109, 115, 122, 129, 130]"
AL944,"[11781, 7583, 439570, 4657, 62444, 7792, 32594, 8130, 5281167, 92844]","[0.05, 0.3, 0.3, 0.3, 5e-05, 1.0, 0.2, 0.001, 0.08, 0.2]","['dep', 'dep', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'pg']","[73, 386, 216, 221, 283, 417, 185, 485, 226, 528]","[1, 1, 0, 0, 0, 2, 0, 0, 0, 0]","[[0.05, 0.3, 0.3, 0.3, 5e-05, 1.0, 0.2, 0.001, 0.08, 0.2], [1, 1, 0, 0, 0, 2, 0, 0, 0, 0]]","[15, 102, 50, 53, 73, 109, 46, 130, 55, 141]"
AL950,"[11781, 31252, 62444, 31272, 5281167, 7969, 8093, 8129, 8130, 7583]","[0.05, 0.2, 5e-05, 0.001, 0.08, 1e-06, 1.0, 0.004, 0.001, 0.3]","['dep', 'mineral oil', 'pg', 'pg', 'pg', 'pg', 'nt', 'mineral oil', 'pg', 'dep']","[73, 166, 283, 179, 226, 451, 475, 484, 485, 386]","[1, 4, 0, 0, 0, 0, 2, 4, 0, 1]","[[0.05, 0.2, 5e-05, 0.001, 0.08, 1e-06, 1.0, 0.004, 0.001, 0.3], [1, 4, 0, 0, 0, 0, 2, 4, 0, 1]]","[15, 41, 73, 44, 55, 119, 126, 129, 130, 102]"
AL973,"[11781, 4657, 5281167, 6561, 92844]","[0.05, 0.3, 0.08, 0.1, 0.2]","['dep', 'pg', 'pg', 'pg', 'pg']","[73, 221, 226, 326, 528]","[1, 0, 0, 0, 0]","[[0.05, 0.3, 0.08, 0.1, 0.2], [1, 0, 0, 0, 0]]","[15, 53, 55, 83, 141]"
AM019,"[10400, 2758778, 3314, 5365027, 6920, 7335, 7344, 7909, 7969, 8892]","[0.03, 0.01, 0.1, 0.01, 0.07, 0.1, 0.15, 0.001, 1e-05, 0.04]","['paraffin oil', 'pg', 'dep', 'paraffin oil', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg']","[16, 159, 200, 253, 334, 364, 370, 432, 450, 520]","[3, 0, 1, 3, 0, 0, 1, 0, 0, 0]","[[0.03, 0.01, 0.1, 0.01, 0.07, 0.1, 0.15, 0.001, 1e-05, 0.04], [3, 0, 1, 3, 0, 0, 1, 0, 0, 0]]","[1, 40, 48, 64, 85, 96, 98, 113, 119, 138]"
AM043,"[325, 1140, 91497, 7969, 8858]","[0.2, 0.01, 1.0, 1e-05, 0.01]","['pg', 'pg', 'nt', 'pg', 'dep']","[184, 60, 526, 450, 514]","[0, 0, 2, 0, 1]","[[0.2, 0.01, 1.0, 1e-05, 0.01], [0, 0, 2, 0, 1]]","[45, 10, 139, 119, 137]"
AM064,"[114533, 12367, 31265, 79104, 8892]","[0.1, 0.1, 0.01, 0.3, 0.04]","['pg', 'dep', 'dep', 'pg', 'pg']","[61, 88, 175, 433, 520]","[0, 1, 1, 0, 0]","[[0.1, 0.1, 0.01, 0.3, 0.04], [0, 1, 1, 0, 0]]","[11, 19, 43, 114, 138]"
AM082,"[10882, 11552, 11702, 31252, 7150, 7762, 7793, 79104, 8051, 8892]","[0.001, 0.01, 0.1, 0.01, 0.05, 0.01, 0.01, 0.3, 0.001, 0.04]","['paraffin oil', 'pg', 'pg', 'pg', 'dep', 'pg', 'dep', 'pg', 'paraffin oil', 'pg']","[31, 65, 69, 163, 352, 405, 419, 433, 463, 520]","[3, 0, 0, 0, 1, 0, 1, 0, 3, 0]","[[0.001, 0.01, 0.1, 0.01, 0.05, 0.01, 0.01, 0.3, 0.001, 0.04], [3, 0, 0, 0, 1, 0, 1, 0, 3, 0]]","[4, 12, 13, 41, 92, 106, 110, 114, 124, 138]"
AM103,"[10882, 10890, 12180, 14514, 16590, 31252, 7344, 79104, 83623, 8892]","[0.001, 0.05, 0.01, 0.1, 0.001, 0.01, 0.15, 0.3, 0.001, 0.04]","['paraffin oil', 'paraffin oil', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg']","[31, 45, 79, 114, 121, 163, 370, 433, 493, 520]","[3, 3, 0, 0, 0, 0, 1, 0, 0, 0]","[[0.001, 0.05, 0.01, 0.1, 0.001, 0.01, 0.15, 0.3, 0.001, 0.04], [3, 3, 0, 0, 0, 0, 1, 0, 0, 0]]","[4, 6, 16, 25, 28, 41, 98, 114, 132, 138]"
AM104,"[1140, 15037, 31252, 439570, 61527, 62444, 7335, 460, 7765, 8051]","[0.01, 0.01, 0.01, 0.1, 0.001, 0.001, 0.1, 0.1, 0.001, 0.001]","['pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'paraffin oil']","[60, 116, 163, 213, 264, 282, 364, 220, 411, 463]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 3]","[[0.01, 0.01, 0.01, 0.1, 0.001, 0.001, 0.1, 0.1, 0.001, 0.001], [0, 1, 0, 0, 0, 0, 0, 0, 0, 3]]","[10, 26, 41, 50, 67, 73, 96, 52, 107, 124]"
AM131,"[10886, 11251, 11552, 7793, 7909]","[0.2, 0.01, 0.01, 0.01, 0.001]","['dep', 'pg', 'pg', 'dep', 'pg']","[38, 59, 65, 419, 432]","[1, 0, 0, 1, 0]","[[0.2, 0.01, 0.01, 0.01, 0.001], [1, 0, 0, 1, 0]]","[5, 9, 12, 110, 113]"
AM172,"[4133, 5324978, 62444, 62465, 7410]","[0.01, 0.3, 0.001, 0.01, 0.01]","['paraffin oil', 'pg', 'pg', 'pg', 'pg']","[204, 243, 282, 285, 381]","[3, 0, 0, 0, 0]","[[0.01, 0.3, 0.001, 0.01, 0.01], [3, 0, 0, 0, 0]]","[49, 60, 73, 74, 100]"
AM182,"[10882, 10886, 11251, 12206, 7969]","[0.001, 0.2, 0.01, 0.001, 1e-05]","['paraffin oil', 'dep', 'pg', 'pg', 'pg']","[31, 38, 59, 83, 450]","[3, 1, 0, 0, 0]","[[0.001, 0.2, 0.01, 0.001, 1e-05], [3, 1, 0, 0, 0]]","[4, 5, 9, 17, 119]"
AM206,"[325, 31252, 4133, 7150, 7344]","[0.2, 0.01, 0.01, 0.05, 0.15]","['pg', 'pg', 'paraffin oil', 'dep', 'dep']","[184, 163, 204, 352, 370]","[0, 0, 3, 1, 1]","[[0.2, 0.01, 0.01, 0.05, 0.15], [0, 0, 3, 1, 1]]","[45, 41, 49, 92, 98]"
AM212,"[10882, 12367, 14514, 31252, 7344, 10890, 7793, 79104, 83623, 8858]","[0.001, 0.1, 0.1, 0.01, 0.15, 0.05, 0.01, 0.3, 0.001, 0.01]","['paraffin oil', 'dep', 'pg', 'pg', 'dep', 'paraffin oil', 'dep', 'pg', 'pg', 'dep']","[31, 88, 114, 163, 370, 45, 419, 433, 493, 514]","[3, 1, 0, 0, 1, 3, 1, 0, 0, 1]","[[0.001, 0.1, 0.1, 0.01, 0.15, 0.05, 0.01, 0.3, 0.001, 0.01], [3, 1, 0, 0, 1, 3, 1, 0, 0, 1]]","[4, 19, 25, 41, 98, 6, 110, 114, 132, 137]"
AM221,"[325, 114533, 12297, 91497, 6920]","[0.2, 0.1, 0.001, 1.0, 0.07]","['pg', 'pg', 'pg', 'nt', 'pg']","[184, 61, 84, 526, 334]","[0, 0, 0, 2, 0]","[[0.2, 0.1, 0.001, 1.0, 0.07], [0, 0, 0, 2, 0]]","[45, 11, 18, 139, 85]"
