stimulus,CID,dilution,solvent,components,solvent_onehot,cmp_ids,dilution_weakness,dilution_info
AC394,"[11002, 326]","[0.0007, 0.01]","['dep', 'pg']","[53, 189]","[1, 0]","[7, 47]","[1.0, 0.03171953255425709]","[[0.0007, 0.01], [1, 0], [1.0, 0.03171953255425709]]"
AC445,"[11552, 7969]","[0.001, 1e-05]","['pg', 'pg']","[63, 450]","[0, 0]","[12, 119]","[0.005025125628140704, 0.09090909090909091]","[[0.001, 1e-05], [0, 0], [0.005025125628140704, 0.09090909090909091]]"
AC459,"[325, 12206]","[0.2, 0.001]","['pg', 'pg']","[184, 83]","[0, 0]","[45, 17]","[1.0, 1.0]","[[0.2, 0.001], [0, 0], [1.0, 1.0]]"
AC478,"[14286, 11002]","[0.01, 0.0007]","['pg', 'dep']","[103, 53]","[0, 1]","[24, 7]","[0.09909909909909911, 1.0]","[[0.01, 0.0007], [0, 1], [0.09909909909909911, 1.0]]"
AC497,"[93009, 7969]","[0.01, 1e-05]","['pg', 'pg']","[529, 450]","[0, 0]","[142, 119]","[1.0, 0.09090909090909091]","[[0.01, 1e-05], [0, 0], [1.0, 0.09090909090909091]]"
AC557,"[11552, 7165]","[0.001, 0.01]","['pg', 'pg']","[63, 357]","[0, 0]","[12, 93]","[0.005025125628140704, 0.16114790286975716]","[[0.001, 0.01], [0, 0], [0.005025125628140704, 0.16114790286975716]]"
AC627,"[460, 61527]","[0.1, 0.001]","['pg', 'pg']","[220, 264]","[0, 0]","[52, 67]","[0.09090909090909093, 0.0]","[[0.1, 0.001], [0, 0], [0.09090909090909093, 0.0]]"
AC676,"[12297, 460]","[0.001, 0.1]","['pg', 'pg']","[84, 220]","[0, 0]","[18, 52]","[0.0, 0.09090909090909093]","[[0.001, 0.1], [0, 0], [0.0, 0.09090909090909093]]"
AC712,"[12206, 326]","[0.001, 0.01]","['pg', 'pg']","[83, 189]","[0, 0]","[17, 47]","[1.0, 0.03171953255425709]","[[0.001, 0.01], [0, 0], [1.0, 0.03171953255425709]]"
AC729,"[7909, 61527]","[0.001, 0.001]","['pg', 'pg']","[432, 264]","[0, 0]","[113, 67]","[1.0, 0.0]","[[0.001, 0.001], [0, 0], [1.0, 0.0]]"
AC737,"[12297, 7909]","[0.001, 0.001]","['pg', 'pg']","[84, 432]","[0, 0]","[18, 113]","[0.0, 1.0]","[[0.001, 0.001], [0, 0], [0.0, 1.0]]"
AC754,"[61982, 7969]","[0.0001, 1e-05]","['pg', 'pg']","[281, 450]","[0, 0]","[72, 119]","[1.0, 0.09090909090909091]","[[0.0001, 1e-05], [0, 0], [1.0, 0.09090909090909091]]"
AC761,"[20499, 11002]","[0.05, 0.0007]","['dep', 'dep']","[134, 53]","[1, 1]","[32, 7]","[0.08180300500834725, 1.0]","[[0.05, 0.0007], [1, 1], [0.08180300500834725, 1.0]]"
AC820,"[325, 11002]","[0.2, 0.0007]","['pg', 'dep']","[184, 53]","[0, 1]","[45, 7]","[1.0, 1.0]","[[0.2, 0.0007], [0, 1], [1.0, 1.0]]"
AC930,"[61982, 7165]","[0.0001, 0.01]","['pg', 'pg']","[281, 357]","[0, 0]","[72, 93]","[1.0, 0.16114790286975716]","[[0.0001, 0.01], [0, 0], [1.0, 0.16114790286975716]]"
AC933,"[93009, 7165]","[0.01, 0.01]","['pg', 'pg']","[529, 357]","[0, 0]","[142, 93]","[1.0, 0.16114790286975716]","[[0.01, 0.01], [0, 0], [1.0, 0.16114790286975716]]"
AC958,"[12297, 326]","[0.001, 0.01]","['pg', 'pg']","[84, 189]","[0, 0]","[18, 47]","[0.0, 0.03171953255425709]","[[0.001, 0.01], [0, 0], [0.0, 0.03171953255425709]]"
AD011,"[18635, 7969]","[0.001, 1e-05]","['pg', 'pg']","[126, 450]","[0, 0]","[30, 119]","[0.09954977488744372, 0.09090909090909091]","[[0.001, 1e-05], [0, 0], [0.09954977488744372, 0.09090909090909091]]"
AD015,"[62465, 12206]","[0.01, 0.001]","['pg', 'pg']","[285, 83]","[0, 0]","[74, 17]","[0.04522613065326633, 1.0]","[[0.01, 0.001], [0, 0], [0.04522613065326633, 1.0]]"
AD038,"[16590, 11002]","[0.001, 0.0007]","['pg', 'dep']","[121, 53]","[0, 1]","[28, 7]","[1.0, 1.0]","[[0.001, 0.0007], [0, 1], [1.0, 1.0]]"
AD048,"[83623, 7969]","[0.001, 1e-05]","['pg', 'pg']","[493, 450]","[0, 0]","[132, 119]","[1.0, 0.09090909090909091]","[[0.001, 1e-05], [0, 0], [1.0, 0.09090909090909091]]"
AD062,"[7765, 12206]","[0.001, 0.001]","['pg', 'pg']","[411, 83]","[0, 0]","[107, 17]","[0.0015052684395383843, 1.0]","[[0.001, 0.001], [0, 0], [0.0015052684395383843, 1.0]]"
AD074,"[7765, 7969]","[0.001, 1e-05]","['pg', 'pg']","[411, 450]","[0, 0]","[107, 119]","[0.0015052684395383843, 0.09090909090909091]","[[0.001, 1e-05], [0, 0], [0.0015052684395383843, 0.09090909090909091]]"
AD075,"[5362720, 7144]","[0.015, 0.01]","['pg', 'pg']","[244, 345]","[0, 0]","[61, 90]","[0.3622448979591837, 1.0]","[[0.015, 0.01], [0, 0], [0.3622448979591837, 1.0]]"
AD085,"[6989, 460]","[0.2, 0.1]","['pg', 'pg']","[339, 220]","[0, 0]","[86, 52]","[1.0, 0.09090909090909093]","[[0.2, 0.1], [0, 0], [1.0, 0.09090909090909093]]"
AD101,"[18635, 7144]","[0.001, 0.01]","['pg', 'pg']","[126, 345]","[0, 0]","[30, 90]","[0.09954977488744372, 1.0]","[[0.001, 0.01], [0, 0], [0.09954977488744372, 1.0]]"
AD120,"[20499, 460]","[0.02, 0.1]","['pg', 'pg']","[133, 220]","[0, 0]","[32, 52]","[0.03171953255425709, 0.09090909090909093]","[[0.02, 0.1], [0, 0], [0.03171953255425709, 0.09090909090909093]]"
AD132,"[439570, 325]","[0.1, 0.2]","['pg', 'pg']","[213, 184]","[0, 0]","[50, 45]","[0.1596638655462185, 1.0]","[[0.1, 0.2], [0, 0], [0.1596638655462185, 1.0]]"
AD133,"[7127, 7969]","[0.2, 1e-05]","['pg', 'pg']","[344, 450]","[0, 0]","[89, 119]","[1.0, 0.09090909090909091]","[[0.2, 1e-05], [0, 0], [1.0, 0.09090909090909091]]"
AD222,"[20499, 7909]","[0.02, 0.001]","['pg', 'pg']","[133, 432]","[0, 0]","[32, 113]","[0.03171953255425709, 1.0]","[[0.02, 0.001], [0, 0], [0.03171953255425709, 1.0]]"
AD230,"[6989, 7144]","[0.2, 0.01]","['pg', 'pg']","[339, 345]","[0, 0]","[86, 90]","[1.0, 1.0]","[[0.2, 0.01], [0, 0], [1.0, 1.0]]"
AD234,"[6989, 325]","[0.2, 0.2]","['pg', 'pg']","[339, 184]","[0, 0]","[86, 45]","[1.0, 1.0]","[[0.2, 0.2], [0, 0], [1.0, 1.0]]"
AD254,"[5362720, 460]","[0.015, 0.1]","['pg', 'pg']","[244, 220]","[0, 0]","[61, 52]","[0.3622448979591837, 0.09090909090909093]","[[0.015, 0.1], [0, 0], [0.3622448979591837, 0.09090909090909093]]"
AD315,"[5362720, 7165]","[0.015, 0.01]","['pg', 'pg']","[244, 357]","[0, 0]","[61, 93]","[0.3622448979591837, 0.16114790286975716]","[[0.015, 0.01], [0, 0], [0.3622448979591837, 0.16114790286975716]]"
AD317,"[439570, 460]","[0.1, 0.1]","['pg', 'pg']","[213, 220]","[0, 0]","[50, 52]","[0.1596638655462185, 0.09090909090909093]","[[0.1, 0.1], [0, 0], [0.1596638655462185, 0.09090909090909093]]"
AD329,"[439570, 326]","[0.1, 0.01]","['pg', 'pg']","[213, 189]","[0, 0]","[50, 47]","[0.1596638655462185, 0.03171953255425709]","[[0.1, 0.01], [0, 0], [0.1596638655462185, 0.03171953255425709]]"
AD347,"[20499, 326]","[0.02, 0.01]","['pg', 'pg']","[133, 189]","[0, 0]","[32, 47]","[0.03171953255425709, 0.03171953255425709]","[[0.02, 0.01], [0, 0], [0.03171953255425709, 0.03171953255425709]]"
AD386,"[16590, 7909]","[0.001, 0.001]","['pg', 'pg']","[121, 432]","[0, 0]","[28, 113]","[1.0, 1.0]","[[0.001, 0.001], [0, 0], [1.0, 1.0]]"
AD427,"[7127, 11002]","[0.2, 0.0007]","['pg', 'dep']","[344, 53]","[0, 1]","[89, 7]","[1.0, 1.0]","[[0.2, 0.0007], [0, 1], [1.0, 1.0]]"
AD462,"[62465, 11002]","[0.01, 0.0007]","['pg', 'dep']","[285, 53]","[0, 1]","[74, 7]","[0.04522613065326633, 1.0]","[[0.01, 0.0007], [0, 1], [0.04522613065326633, 1.0]]"
AD481,"[18635, 7165]","[0.001, 0.01]","['pg', 'pg']","[126, 357]","[0, 0]","[30, 93]","[0.09954977488744372, 0.16114790286975716]","[[0.001, 0.01], [0, 0], [0.09954977488744372, 0.16114790286975716]]"
AD505,"[16590, 7165]","[0.001, 0.01]","['pg', 'pg']","[121, 357]","[0, 0]","[28, 93]","[1.0, 0.16114790286975716]","[[0.001, 0.01], [0, 0], [1.0, 0.16114790286975716]]"
AD567,"[62465, 7969]","[0.01, 1e-05]","['pg', 'pg']","[285, 450]","[0, 0]","[74, 119]","[0.04522613065326633, 0.09090909090909091]","[[0.01, 1e-05], [0, 0], [0.04522613065326633, 0.09090909090909091]]"
AD635,"[83623, 12206]","[0.001, 0.001]","['pg', 'pg']","[493, 83]","[0, 0]","[132, 17]","[1.0, 1.0]","[[0.001, 0.001], [0, 0], [1.0, 1.0]]"
AD639,"[7127, 7165]","[0.2, 0.01]","['pg', 'pg']","[344, 357]","[0, 0]","[89, 93]","[1.0, 0.16114790286975716]","[[0.2, 0.01], [0, 0], [1.0, 0.16114790286975716]]"
AD649,"[18635, 12206]","[0.001, 0.001]","['pg', 'pg']","[126, 83]","[0, 0]","[30, 17]","[0.09954977488744372, 1.0]","[[0.001, 0.001], [0, 0], [0.09954977488744372, 1.0]]"
AD659,"[7765, 7144]","[0.001, 0.01]","['pg', 'pg']","[411, 345]","[0, 0]","[107, 90]","[0.0015052684395383843, 1.0]","[[0.001, 0.01], [0, 0], [0.0015052684395383843, 1.0]]"
AD690,"[16590, 326]","[0.001, 0.01]","['pg', 'pg']","[121, 189]","[0, 0]","[28, 47]","[1.0, 0.03171953255425709]","[[0.001, 0.01], [0, 0], [1.0, 0.03171953255425709]]"
AD718,"[7765, 11002]","[0.001, 0.0007]","['pg', 'dep']","[411, 53]","[0, 1]","[107, 7]","[0.0015052684395383843, 1.0]","[[0.001, 0.0007], [0, 1], [0.0015052684395383843, 1.0]]"
AD737,"[7765, 7165]","[0.001, 0.01]","['pg', 'pg']","[411, 357]","[0, 0]","[107, 93]","[0.0015052684395383843, 0.16114790286975716]","[[0.001, 0.01], [0, 0], [0.0015052684395383843, 0.16114790286975716]]"
AD738,"[5362720, 7909]","[0.015, 0.001]","['pg', 'pg']","[244, 432]","[0, 0]","[61, 113]","[0.3622448979591837, 1.0]","[[0.015, 0.001], [0, 0], [0.3622448979591837, 1.0]]"
AD754,"[6989, 7909]","[0.2, 0.001]","['pg', 'pg']","[339, 432]","[0, 0]","[86, 113]","[1.0, 1.0]","[[0.2, 0.001], [0, 0], [1.0, 1.0]]"
AD781,"[20499, 7144]","[0.02, 0.01]","['pg', 'pg']","[133, 345]","[0, 0]","[32, 90]","[0.03171953255425709, 1.0]","[[0.02, 0.01], [0, 0], [0.03171953255425709, 1.0]]"
AD808,"[5362720, 7969]","[0.015, 1e-05]","['pg', 'pg']","[244, 450]","[0, 0]","[61, 119]","[0.3622448979591837, 0.09090909090909091]","[[0.015, 1e-05], [0, 0], [0.3622448979591837, 0.09090909090909091]]"
AD835,"[20499, 7165]","[0.02, 0.01]","['pg', 'pg']","[133, 357]","[0, 0]","[32, 93]","[0.03171953255425709, 0.16114790286975716]","[[0.02, 0.01], [0, 0], [0.03171953255425709, 0.16114790286975716]]"
AD853,"[18635, 11002]","[0.001, 0.0007]","['pg', 'dep']","[126, 53]","[0, 1]","[30, 7]","[0.09954977488744372, 1.0]","[[0.001, 0.0007], [0, 1], [0.09954977488744372, 1.0]]"
AD862,"[16590, 7144]","[0.001, 0.01]","['pg', 'pg']","[121, 345]","[0, 0]","[28, 90]","[1.0, 1.0]","[[0.001, 0.01], [0, 0], [1.0, 1.0]]"
AD866,"[16590, 460]","[0.001, 0.1]","['pg', 'pg']","[121, 220]","[0, 0]","[28, 52]","[1.0, 0.09090909090909093]","[[0.001, 0.1], [0, 0], [1.0, 0.09090909090909093]]"
AD876,"[6989, 326]","[0.2, 0.01]","['pg', 'pg']","[339, 189]","[0, 0]","[86, 47]","[1.0, 0.03171953255425709]","[[0.2, 0.01], [0, 0], [1.0, 0.03171953255425709]]"
AD917,"[439570, 7909]","[0.1, 0.001]","['pg', 'pg']","[213, 432]","[0, 0]","[50, 113]","[0.1596638655462185, 1.0]","[[0.1, 0.001], [0, 0], [0.1596638655462185, 1.0]]"
AD919,"[7127, 12206]","[0.2, 0.001]","['pg', 'pg']","[344, 83]","[0, 0]","[89, 17]","[1.0, 1.0]","[[0.2, 0.001], [0, 0], [1.0, 1.0]]"
AD967,"[5362720, 11002]","[0.015, 0.0007]","['pg', 'dep']","[244, 53]","[0, 1]","[61, 7]","[0.3622448979591837, 1.0]","[[0.015, 0.0007], [0, 1], [0.3622448979591837, 1.0]]"
AD994,"[20499, 325]","[0.02, 0.2]","['pg', 'pg']","[133, 184]","[0, 0]","[32, 45]","[0.03171953255425709, 1.0]","[[0.02, 0.2], [0, 0], [0.03171953255425709, 1.0]]"
AD995,"[18635, 7909]","[0.001, 0.001]","['pg', 'pg']","[126, 432]","[0, 0]","[30, 113]","[0.09954977488744372, 1.0]","[[0.001, 0.001], [0, 0], [0.09954977488744372, 1.0]]"
AE002,"[11552, 79104]","[0.01, 0.3]","['pg', 'pg']","[65, 433]","[0, 0]","[12, 114]","[0.09547738693467335, 1.0]","[[0.01, 0.3], [0, 0], [0.09547738693467335, 1.0]]"
AE004,"[10886, 9589]","[0.2, 0.2]","['dep', 'pg']","[38, 530]","[1, 0]","[5, 143]","[1.0, 1.0]","[[0.2, 0.2], [1, 0], [1.0, 1.0]]"
AE042,"[5324978, 7222]","[0.3, 0.1]","['pg', 'pg']","[243, 360]","[0, 0]","[60, 94]","[1.0, 1.0]","[[0.3, 0.1], [0, 0], [1.0, 1.0]]"
AE043,"[10886, 2758778]","[0.2, 0.01]","['dep', 'pg']","[38, 159]","[1, 0]","[5, 40]","[1.0, 1.0]","[[0.2, 0.01], [1, 0], [1.0, 1.0]]"
AE061,"[7222, 11702]","[0.1, 0.1]","['pg', 'pg']","[360, 69]","[0, 0]","[94, 13]","[1.0, 1.0]","[[0.1, 0.1], [0, 0], [1.0, 1.0]]"
AE067,"[5324978, 1140]","[0.3, 0.01]","['pg', 'pg']","[243, 60]","[0, 0]","[60, 10]","[1.0, 1.0]","[[0.3, 0.01], [0, 0], [1.0, 1.0]]"
AE099,"[78944, 9261]","[0.1, 0.1]","['pg', 'pg']","[431, 527]","[0, 0]","[112, 140]","[1.0, 1.0]","[[0.1, 0.1], [0, 0], [1.0, 1.0]]"
AE140,"[10886, 7222]","[0.2, 0.1]","['dep', 'pg']","[38, 360]","[1, 0]","[5, 94]","[1.0, 1.0]","[[0.2, 0.1], [1, 0], [1.0, 1.0]]"
AE142,"[78944, 7335]","[0.1, 0.1]","['pg', 'pg']","[431, 364]","[0, 0]","[112, 96]","[1.0, 1.0]","[[0.1, 0.1], [0, 0], [1.0, 1.0]]"
AE148,"[76322, 9589]","[0.1, 0.2]","['pg', 'pg']","[388, 530]","[0, 0]","[103, 143]","[1.0, 1.0]","[[0.1, 0.2], [0, 0], [1.0, 1.0]]"
AE153,"[9589, 78944]","[0.2, 0.1]","['pg', 'pg']","[530, 431]","[0, 0]","[143, 112]","[1.0, 1.0]","[[0.2, 0.1], [0, 0], [1.0, 1.0]]"
AE177,"[76322, 439570]","[0.1, 0.1]","['pg', 'pg']","[388, 213]","[0, 0]","[103, 50]","[1.0, 0.1596638655462185]","[[0.1, 0.1], [0, 0], [1.0, 0.1596638655462185]]"
AE184,"[79104, 9261]","[0.3, 0.1]","['pg', 'pg']","[433, 527]","[0, 0]","[114, 140]","[1.0, 1.0]","[[0.3, 0.1], [0, 0], [1.0, 1.0]]"
AE192,"[439570, 10886]","[0.1, 0.2]","['pg', 'dep']","[213, 38]","[0, 1]","[50, 5]","[0.1596638655462185, 1.0]","[[0.1, 0.2], [0, 1], [0.1596638655462185, 1.0]]"
AE207,"[439570, 15651]","[0.1, 1.0]","['pg', 'nt']","[213, 120]","[0, 2]","[50, 27]","[0.1596638655462185, 1.0]","[[0.1, 1.0], [0, 2], [0.1596638655462185, 1.0]]"
AE240,"[5324978, 2758778]","[0.3, 0.01]","['pg', 'pg']","[243, 159]","[0, 0]","[60, 40]","[1.0, 1.0]","[[0.3, 0.01], [0, 0], [1.0, 1.0]]"
AE241,"[9589, 21427952]","[0.2, 0.001]","['pg', 'pg']","[530, 138]","[0, 0]","[143, 33]","[1.0, 1.0]","[[0.2, 0.001], [0, 0], [1.0, 1.0]]"
AE280,"[15651, 14057]","[1.0, 0.01]","['nt', 'pg']","[120, 98]","[2, 0]","[27, 23]","[1.0, 1.0]","[[1.0, 0.01], [2, 0], [1.0, 1.0]]"
AE297,"[7222, 15651]","[0.1, 1.0]","['pg', 'nt']","[360, 120]","[0, 2]","[94, 27]","[1.0, 1.0]","[[0.1, 1.0], [0, 2], [1.0, 1.0]]"
AE334,"[76322, 6989]","[0.1, 0.2]","['pg', 'pg']","[388, 339]","[0, 0]","[103, 86]","[1.0, 1.0]","[[0.1, 0.2], [0, 0], [1.0, 1.0]]"
AE379,"[9589, 15651]","[0.2, 1.0]","['pg', 'nt']","[530, 120]","[0, 2]","[143, 27]","[1.0, 1.0]","[[0.2, 1.0], [0, 2], [1.0, 1.0]]"
AE421,"[91497, 79104]","[1.0, 0.3]","['nt', 'pg']","[526, 433]","[2, 0]","[139, 114]","[1.0, 1.0]","[[1.0, 0.3], [2, 0], [1.0, 1.0]]"
AE448,"[10886, 9261]","[0.2, 0.1]","['dep', 'pg']","[38, 527]","[1, 0]","[5, 140]","[1.0, 1.0]","[[0.2, 0.1], [1, 0], [1.0, 1.0]]"
AE459,"[5324978, 9261]","[0.3, 0.1]","['pg', 'pg']","[243, 527]","[0, 0]","[60, 140]","[1.0, 1.0]","[[0.3, 0.1], [0, 0], [1.0, 1.0]]"
AE532,"[76322, 2758778]","[0.1, 0.01]","['pg', 'pg']","[388, 159]","[0, 0]","[103, 40]","[1.0, 1.0]","[[0.1, 0.01], [0, 0], [1.0, 1.0]]"
AE539,"[5324978, 11251]","[0.3, 0.01]","['pg', 'pg']","[243, 59]","[0, 0]","[60, 9]","[1.0, 1.0]","[[0.3, 0.01], [0, 0], [1.0, 1.0]]"
AE568,"[76322, 9261]","[0.1, 0.1]","['pg', 'pg']","[388, 527]","[0, 0]","[103, 140]","[1.0, 1.0]","[[0.1, 0.1], [0, 0], [1.0, 1.0]]"
AE574,"[10886, 14057]","[0.2, 0.01]","['dep', 'pg']","[38, 98]","[1, 0]","[5, 23]","[1.0, 1.0]","[[0.2, 0.01], [1, 0], [1.0, 1.0]]"
AE645,"[79104, 14057]","[0.3, 0.01]","['pg', 'pg']","[433, 98]","[0, 0]","[114, 23]","[1.0, 1.0]","[[0.3, 0.01], [0, 0], [1.0, 1.0]]"
AE646,"[9589, 5324978]","[0.2, 0.3]","['pg', 'pg']","[530, 243]","[0, 0]","[143, 60]","[1.0, 1.0]","[[0.2, 0.3], [0, 0], [1.0, 1.0]]"
AE659,"[78944, 7770]","[0.1, 0.001]","['pg', 'pg']","[431, 415]","[0, 0]","[112, 108]","[1.0, 1.0]","[[0.1, 0.001], [0, 0], [1.0, 1.0]]"
AE666,"[6989, 79104]","[0.2, 0.3]","['pg', 'pg']","[339, 433]","[0, 0]","[86, 114]","[1.0, 1.0]","[[0.2, 0.3], [0, 0], [1.0, 1.0]]"
AE675,"[78944, 11251]","[0.1, 0.01]","['pg', 'pg']","[431, 59]","[0, 0]","[112, 9]","[1.0, 1.0]","[[0.1, 0.01], [0, 0], [1.0, 1.0]]"
AE681,"[439570, 11702]","[0.1, 0.1]","['pg', 'pg']","[213, 69]","[0, 0]","[50, 13]","[0.1596638655462185, 1.0]","[[0.1, 0.1], [0, 0], [0.1596638655462185, 1.0]]"
AE715,"[11702, 11251]","[0.1, 0.01]","['pg', 'pg']","[69, 59]","[0, 0]","[13, 9]","[1.0, 1.0]","[[0.1, 0.01], [0, 0], [1.0, 1.0]]"
AE755,"[79104, 2758778]","[0.3, 0.01]","['pg', 'pg']","[433, 159]","[0, 0]","[114, 40]","[1.0, 1.0]","[[0.3, 0.01], [0, 0], [1.0, 1.0]]"
AE761,"[1140, 15651]","[0.01, 1.0]","['pg', 'nt']","[60, 120]","[0, 2]","[10, 27]","[1.0, 1.0]","[[0.01, 1.0], [0, 2], [1.0, 1.0]]"
AE767,"[7222, 78944]","[0.1, 0.1]","['pg', 'pg']","[360, 431]","[0, 0]","[94, 112]","[1.0, 1.0]","[[0.1, 0.1], [0, 0], [1.0, 1.0]]"
AE775,"[2758778, 15651]","[0.01, 1.0]","['pg', 'nt']","[159, 120]","[0, 2]","[40, 27]","[1.0, 1.0]","[[0.01, 1.0], [0, 2], [1.0, 1.0]]"
AE798,"[91497, 76322]","[1.0, 0.1]","['nt', 'pg']","[526, 388]","[2, 0]","[139, 103]","[1.0, 1.0]","[[1.0, 0.1], [2, 0], [1.0, 1.0]]"
AE809,"[9261, 15651]","[0.1, 1.0]","['pg', 'nt']","[527, 120]","[0, 2]","[140, 27]","[1.0, 1.0]","[[0.1, 1.0], [0, 2], [1.0, 1.0]]"
AE810,"[6989, 10886]","[0.2, 0.2]","['pg', 'dep']","[339, 38]","[0, 1]","[86, 5]","[1.0, 1.0]","[[0.2, 0.2], [0, 1], [1.0, 1.0]]"
AE825,"[439570, 79104]","[0.1, 0.3]","['pg', 'pg']","[213, 433]","[0, 0]","[50, 114]","[0.1596638655462185, 1.0]","[[0.1, 0.3], [0, 0], [0.1596638655462185, 1.0]]"
AE855,"[11702, 1140]","[0.1, 0.01]","['pg', 'pg']","[69, 60]","[0, 0]","[13, 10]","[1.0, 1.0]","[[0.1, 0.01], [0, 0], [1.0, 1.0]]"
AE911,"[9589, 11702]","[0.2, 0.1]","['pg', 'pg']","[530, 69]","[0, 0]","[143, 13]","[1.0, 1.0]","[[0.2, 0.1], [0, 0], [1.0, 1.0]]"
AE913,"[2758778, 11702]","[0.01, 0.1]","['pg', 'pg']","[159, 69]","[0, 0]","[40, 13]","[1.0, 1.0]","[[0.01, 0.1], [0, 0], [1.0, 1.0]]"
AE929,"[76322, 14057]","[0.1, 0.01]","['pg', 'pg']","[388, 98]","[0, 0]","[103, 23]","[1.0, 1.0]","[[0.1, 0.01], [0, 0], [1.0, 1.0]]"
AE942,"[11702, 9261]","[0.1, 0.1]","['pg', 'pg']","[69, 527]","[0, 0]","[13, 140]","[1.0, 1.0]","[[0.1, 0.1], [0, 0], [1.0, 1.0]]"
AE958,"[1140, 78944]","[0.01, 0.1]","['pg', 'pg']","[60, 431]","[0, 0]","[10, 112]","[1.0, 1.0]","[[0.01, 0.1], [0, 0], [1.0, 1.0]]"
AE967,"[5324978, 7335]","[0.3, 0.1]","['pg', 'pg']","[243, 364]","[0, 0]","[60, 96]","[1.0, 1.0]","[[0.3, 0.1], [0, 0], [1.0, 1.0]]"
AF010,[11251],[0.01],['pg'],[59],[0],[9],[1.0],"[[0.01], [0], [1.0]]"
AF054,[5324978],[0.3],['pg'],[243],[0],[60],[1.0],"[[0.3], [0], [1.0]]"
AF065,"[7410, 439570, 31252, 6920, 8051, 10890, 5365027, 10400, 10882, 8892]","[0.28, 0.096, 0.65, 0.023, 0.013, 0.57, 0.0041, 0.024, 0.0047, 0.057]","['pg', 'paraffin oil', 'pg', 'pg', 'paraffin oil', 'paraffin oil', 'paraffin oil', 'paraffin oil', 'paraffin oil', 'pg']","[384, 212, 168, 333, 466, 50, 251, 15, 32, 521]","[0, 3, 0, 0, 3, 3, 3, 3, 3, 0]","[100, 50, 41, 85, 124, 6, 64, 1, 4, 138]","[1.0, 0.15294117647058825, 0.6496496496496498, 0.04261363636363637, 0.03293807641633728, 1.0, 0.01036789297658863, 0.11557788944723617, 0.15384615384615385, 0.050352467270896276]","[[0.28, 0.096, 0.65, 0.023, 0.013, 0.57, 0.0041, 0.024, 0.0047, 0.057], [0, 3, 0, 0, 3, 3, 3, 3, 3, 0], [1.0, 0.15294117647058825, 0.6496496496496498, 0.04261363636363637, 0.03293807641633728, 1.0, 0.01036789297658863, 0.11557788944723617, 0.15384615384615385, 0.050352467270896276]]"
AF123,[61982],[0.0001],['pg'],[281],[0],[72],[1.0],"[[0.0001], [0], [1.0]]"
AF139,[10886],[0.2],['dep'],[38],[1],[5],[1.0],"[[0.2], [1], [1.0]]"
AF184,[12206],[0.001],['pg'],[83],[0],[17],[1.0],"[[0.001], [0], [1.0]]"
AF201,[21427952],[0.001],['pg'],[138],[0],[33],[1.0],"[[0.001], [0], [1.0]]"
AF301,"[7410, 31252, 8051, 5365027, 10400]","[0.28, 1.0, 0.005, 0.0011, 0.012]","['pg', 'nt', 'paraffin oil', 'paraffin oil', 'paraffin oil']","[384, 169, 464, 249, 14]","[0, 2, 3, 3, 3]","[100, 41, 124, 64, 1]","[1.0, 1.0, 0.011857707509881424, 0.0003344481605351172, 0.05527638190954773]","[[0.28, 1.0, 0.005, 0.0011, 0.012], [0, 2, 3, 3, 3], [1.0, 1.0, 0.011857707509881424, 0.0003344481605351172, 0.05527638190954773]]"
AF333,[11702],[0.1],['pg'],[69],[0],[13],[1.0],"[[0.1], [0], [1.0]]"
AF337,"[7410, 439570, 31252, 6920, 8051, 10890, 5365027, 10400, 10882, 8892]","[0.28, 0.0088, 0.069, 0.19, 0.38, 0.0091, 0.0011, 0.024, 0.00045, 0.11]","['pg', 'paraffin oil', 'pg', 'pg', 'paraffin oil', 'paraffin oil', 'paraffin oil', 'paraffin oil', 'paraffin oil', 'pg']","[384, 211, 165, 336, 471, 42, 249, 15, 29, 522]","[0, 3, 0, 0, 3, 3, 3, 3, 3, 0]","[100, 50, 41, 85, 124, 6, 64, 1, 4, 138]","[1.0, 0.00638655462184874, 0.06806806806806807, 0.5170454545454546, 1.0, 0.007256637168141594, 0.0003344481605351172, 0.11557788944723617, 0.011705685618729098, 0.10372608257804632]","[[0.28, 0.0088, 0.069, 0.19, 0.38, 0.0091, 0.0011, 0.024, 0.00045, 0.11], [0, 3, 0, 0, 3, 3, 3, 3, 3, 0], [1.0, 0.00638655462184874, 0.06806806806806807, 0.5170454545454546, 1.0, 0.007256637168141594, 0.0003344481605351172, 0.11557788944723617, 0.011705685618729098, 0.10372608257804632]]"
AF342,[7770],[0.001],['pg'],[415],[0],[108],[1.0],"[[0.001], [0], [1.0]]"
AF370,[76322],[0.1],['pg'],[388],[0],[103],[1.0],"[[0.1], [0], [1.0]]"
AF383,[7144],[0.01],['pg'],[345],[0],[90],[1.0],"[[0.01], [0], [1.0]]"
AF408,[7222],[0.1],['pg'],[360],[0],[94],[1.0],"[[0.1], [0], [1.0]]"
